"No","Type","Region","City,Town,Ward,Village code","Prefecture","City,Town,Ward,Village","Area","Nearest station：Name","Nearest station：Distance(minute)","Transaction-price(total)","Layout","Area(m^2)","Transaction-price(Unit price m^2)","Land shape","Frontage","Total floor area(m^2)","Year of construction","Building structure","Building use","Frontage road：Direction","Frontage road：Classification","Frontage road：Breadth(m)","City Planning","Maximus Building Coverage Ratio(%)","Maximus Floor-area Ratio(%)","Transaction period","Remarks"
11,"Residential Land(Land Only)","Industrial Area","08201","Ibaraki Prefecture","Mito City","Keyakidai","Mito","1H-1H30",99000000,"","2,000 m^2 or greater.",34000,"Semi-square Shaped","50.0m or longer.","","","","","Northeast","City Road",9.0,"Industrial District",60,200,"2nd quarter 2014",""
12,"Residential Land(Land and Building)","Residential Area","08201","Ibaraki Prefecture","Mito City","Keyakidai","Mito","1H-1H30",22000000,"","210",,"Semi-rectangular Shaped","12.0","135","1996","LS","House","Northwest","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
13,"Residential Land(Land and Building)","Residential Area","08201","Ibaraki Prefecture","Mito City","Koibuchicho","Uchihara","1H-1H30",17000000,"","480",,"Semi-rectangular Shaped","30.0","230","2005","W","House","Southwest","City Road",6.0,"Urbanization Control Area",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
14,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Kobukicho","Mito","1H30-2H",9600000,"","310",31000,"Semi-rectangular Shaped","15.0","","","","","Northwest","City Road",10.5,"Urbanization Control Area",60,200,"2nd quarter 2014",""
15,"Pre-owned Condominiums, etc.","","08201","Ibaraki Prefecture","Mito City","Sannomaru","Mito","7",12000000,"3LDK","60",,"","","","1992","RC","House","","",,"Near Commercial District",80,300,"2nd quarter 2014","Dealings of redecorated real estate"
16,"Residential Land(Land and Building)","Commercial Area","08201","Ibaraki Prefecture","Mito City","Shiraume","Mito","15",35000000,"","440",,"Rectangular Shaped","13.5","180","1990","LS","Office, Warehouse","West","City Road",16.0,"Near Commercial District",80,300,"2nd quarter 2014",""
17,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Shinhara","Akatsuka","29",3600000,"","150",24000,"Rectangular Shaped","9.0","","","","","East","Private Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
18,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Sumiyoshicho","Mito","30-60minutes",21000000,"","530",39000,"Rectangular Shaped","24.0","","","","","Northeast","City Road",4.0,"Urbanization Control Area",50,200,"2nd quarter 2014",""
19,"Residential Land(Land Only)","Commercial Area","08201","Ibaraki Prefecture","Mito City","Sembacho","Mito","1H-1H30",58000000,"","400",150000,"Semi-rectangular Shaped","24.0","","","","","South","National Highway",37.5,"Semi-residential District",60,200,"2nd quarter 2014","Dealings between related objects"
20,"Pre-owned Condominiums, etc.","","08201","Ibaraki Prefecture","Mito City","Sembacho","Mito","25",16000000,"2LDK","70",,"","","","2005","RC","House","","",,"Category 1 Residential District",60,200,"2nd quarter 2014","Dealings of non-redecorating real estate"
21,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Daikumachi","Mito","25",13000000,"","200",62000,"Trapezoidal Shaped","16.5","","","","","South","City Road",4.0,"Commercial District",80,400,"2nd quarter 2014",""
22,"Residential Land(Land and Building)","Residential Area","08201","Ibaraki Prefecture","Mito City","Tonocho","Mito","1H-1H30",34000000,"","330",,"Irregular Shaped","","","","","House","Northeast","City Road",6.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
23,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Tokiwacho","Mito","30-60minutes",10000000,"","250",40000,"Semi-shaped","11.5","","","","","South","City Road",7.0,"Category 2 Residential District",60,200,"2nd quarter 2014",""
24,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Nakaono","Mito","1H-1H30",4300000,"","260",17000,"Trapezoidal Shaped","14.0","","","","","Southwest","Prefectural Road",8.5,"Urbanization Control Area",60,200,"2nd quarter 2014",""
25,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Nakaono","Mito","1H30-2H",28000000,"","1700",17000,"Semi-trapezoidal Shaped","42.0","","","","","Northeast","Prefectural Road",4.5,"Urbanization Control Area",60,200,"2nd quarter 2014",""
26,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Nakaono","Mito","1H-1H30",14000000,"","740",19000,"Rectangular Shaped","46.0","","","","","Southwest","Prefectural Road",11.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
27,"Residential Land(Land and Building)","Residential Area","08201","Ibaraki Prefecture","Mito City","Nishihara","Akatsuka","30-60minutes",21000000,"","175",,"Rectangular Shaped","9.2","105","2014","W","House","North","City Road",5.4,"Category 2 Residential District",60,200,"2nd quarter 2014",""
28,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Hakamatsuka","Akatsuka","30-60minutes",18000000,"","520",35000,"Trapezoidal Shaped","17.4","","","","","Southeast","City Road",10.0,"Category 2 Residential District",60,200,"2nd quarter 2014",""
29,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Higashiono","Higashimito","18",1700000,"","95",18000,"Semi-trapezoidal Shaped","12.0","","","","","No facing road","",,"Urbanization Control Area",60,200,"2nd quarter 2014",""
30,"Residential Land(Land and Building)","Residential Area","08201","Ibaraki Prefecture","Mito City","Bizemmachi","Mito","20",5000000,"","220",,"Semi-rectangular Shaped","13.0","90","1973","","House","West","City Road",7.7,"Category 2 Residential District",60,200,"2nd quarter 2014",""
31,"Residential Land(Land and Building)","Residential Area","08201","Ibaraki Prefecture","Mito City","Bizemmachi","Mito","20",33000000,"","570",,"Irregular Shaped","17.0","80","1972","","House","North","City Road",4.0,"Category 2 Residential District",60,200,"2nd quarter 2014",""
32,"Residential Land(Land and Building)","Residential Area","08201","Ibaraki Prefecture","Mito City","Himego","Akatsuka","16",19000000,"","380",,"Semi-rectangular Shaped","19.4","280","1972","S, W","Housing Complex","South","City Road",4.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
33,"Residential Land(Land and Building)","Residential Area","08201","Ibaraki Prefecture","Mito City","Hirasucho","Mito","1H30-2H",35000000,"","260",,"Semi-shaped","13.0","125","2014","","House","North","Private Road",6.2,"Urbanization Control Area",60,200,"2nd quarter 2014",""
34,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Hirasucho","Mito","1H30-2H",2200000,"","110",20000,"Semi-shaped","3.6","","","","","East","Prefectural Road",14.5,"Urbanization Control Area",60,200,"2nd quarter 2014",""
35,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Horicho","Akatsuka","30-60minutes",3000000,"","220",13000,"Semi-square Shaped","13.0","","","","","Northwest","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
36,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Horicho","Akatsuka","30-60minutes",7100000,"","200",36000,"Semi-rectangular Shaped","18.0","","","","","West","Private Road",4.0,"Category 1 Exclusive Low Rise Residential District",40,80,"2nd quarter 2014",""
37,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Yurigaokacho","Mito","1H-1H30",16000000,"","660",24000,"Semi-shaped","27.0","","","","","Southeast","City Road",16.0,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
38,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Yurigaokacho","Mito","1H-1H30",7800000,"","270",29000,"Semi-square Shaped","17.0","","","","","Southeast","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
39,"Residential Land(Land Only)","Potential Residential Area","08201","Ibaraki Prefecture","Mito City","Yonezawacho","Mito","30-60minutes",800000,"","290",2700,"Semi-rectangular Shaped","39.0","","","","","West","City Road",1.8,"Urbanization Control Area",60,200,"2nd quarter 2014",""
40,"Residential Land(Land Only)","Residential Area","08201","Ibaraki Prefecture","Mito City","Wataricho","Akatsuka","30-60minutes",6500000,"","300",22000,"Rectangular Shaped","","","","","","Northwest","Private Road",3.8,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014","Dealings including private road"
41,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Ayukawacho","Hitachitaga","19",4500000,"","170",27000,"Trapezoidal Shaped","16.5","","","","","Southwest","National Highway",12.0,"Semi-residential District",60,200,"2nd quarter 2014",""
42,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Isagosawacho","Juo","30-60minutes",3300000,"","220",15000,"Square Shaped","15.0","","","","","North","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
43,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Kanesawacho","Hitachitaga","30-60minutes",7000000,"","250",28000,"Rectangular Shaped","15.0","","","","","East","City Road",4.5,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
44,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Kujicho","Omika","30-60minutes",1700000,"","70",25000,"Irregular Shaped","17.0","","","","","East","City Road",4.0,"Near Commercial District",80,200,"2nd quarter 2014",""
45,"Residential Land(Land and Building)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Kokubucho","Hitachitaga","30-60minutes",20000000,"","210",,"Trapezoidal Shaped","13.3","135","2007","W","House","Southeast","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
46,"Residential Land(Land and Building)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Juochoishihongo","Juo","30-60minutes",2100000,"","260",,"Square Shaped","16.0","85","1976","W","House","Northwest","City Road",6.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
47,"Residential Land(Land Only)","Potential Residential Area","08202","Ibaraki Prefecture","Hitachi City","Juochotomobe","Juo","16",4800000,"","500",9700,"Semi-shaped","15.8","","","","","Southeast","Prefectural Road",10.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
48,"Residential Land(Land and Building)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Juochotomobe","Juo","14",6500000,"","170",,"Square Shaped","12.7","90","1973","W","House","North","City Road",4.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
49,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Juochotomobe","Juo","8",2000000,"","260",7600,"Semi-rectangular Shaped","33.0","","","","","North","City Road",4.7,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
50,"Agricultural Land","","08202","Ibaraki Prefecture","Hitachi City","Juochotomobe","","",2800000,"","2300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
51,"Pre-owned Condominiums, etc.","","08202","Ibaraki Prefecture","Hitachi City","Jonancho","Hitachi","26",22000000,"4LDK","85",,"","","","2003","RC","House","","",,"Category 2 Residential District",60,200,"2nd quarter 2014","Dealings of non-redecorating real estate"
52,"Residential Land(Land and Building)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Daiharacho","Hitachitaga","30-60minutes",5700000,"","220",,"Rectangular Shaped","16.4","70","1983","W","House","East","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
53,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Takasuzucho","Hitachi","30-60minutes",2000000,"","65",30000,"Rectangular Shaped","12.0","","","","","Northwest","City Road",15.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
54,"Residential Land(Land and Building)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Tajiricho","Ogitsu","15",25000000,"","200",,"Semi-rectangular Shaped","12.6","","2014","","","Northwest","City Road",8.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
55,"Residential Land(Land and Building)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Nakanarusawacho","Hitachi","30-60minutes",40000000,"","1600",,"Semi-shaped","31.0","1600","2003","","House","Southeast","City Road",14.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
56,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Mikanoharacho","Omika","25",3500000,"","240",14000,"Semi-rectangular Shaped","17.0","","","","","Northwest","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
57,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Motomiyacho","Hitachi","28",76000000,"","1300",59000,"Semi-rectangular Shaped","38.5","","","","","Northwest","National Highway",12.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
58,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Motomiyacho","Hitachi","28",52000000,"","1200",44000,"Semi-shaped","30.0","","","","","Northeast","City Road",5.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
59,"Residential Land(Land and Building)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Momiyacho","Omika","30-60minutes",1600000,"","760",,"Semi-shaped","29.0","65","1978","W","House","Northeast","City Road",2.0,"Urbanization Control Area",60,100,"2nd quarter 2014",""
60,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Moriyamacho","Omika","25",7000000,"","660",11000,"&quot;Flag-shaped&quot; etc.","6.5","","","","","Northwest","Road",4.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
61,"Residential Land(Land Only)","Residential Area","08202","Ibaraki Prefecture","Hitachi City","Wakabacho","Hitachi","16",3000000,"","135",22000,"Semi-shaped","5.6","","","","","No facing road","",,"Category 2 Residential District",60,200,"2nd quarter 2014",""
62,"Residential Land(Land and Building)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Amakawa","Tsuchiura","30-60minutes",26000000,"","200",,"Rectangular Shaped","14.0","105","2014","W","House","Northwest","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
63,"Residential Land(Land Only)","Potential Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Arakawaoki","Hitachinoushiku","30-60minutes",3000000,"","520",5800,"Semi-trapezoidal Shaped","15.5","","","","","Southwest","Private Road",4.6,"Urbanization Control Area",60,200,"2nd quarter 2014","Dealings including private road"
64,"Residential Land(Land and Building)","Commercial Area","08203","Ibaraki Prefecture","Tsuchiura City","Otemachi","Tsuchiura","18",78000000,"","920",,"Rectangular Shaped","23.5","1000","2003","S","Office","Northwest","National Highway",15.0,"Commercial District",80,400,"2nd quarter 2014",""
65,"Residential Land(Land Only)","Commercial Area","08203","Ibaraki Prefecture","Tsuchiura City","Otemachi","Tsuchiura","14",6600000,"","135",48000,"Semi-rectangular Shaped","13.0","","","","","Southeast","City Road",3.3,"Commercial District",80,400,"2nd quarter 2014",""
66,"Forest Land","","08203","Ibaraki Prefecture","Tsuchiura City","Obatake","","",700000,"","1100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
67,"Residential Land(Land and Building)","Commercial Area","08203","Ibaraki Prefecture","Tsuchiura City","Omachi","Tsuchiura","16",15000000,"","600",,"Rectangular Shaped","15.7","120","1987","LS","House","Northwest","City Road",7.0,"Commercial District",80,400,"2nd quarter 2014",""
68,"Pre-owned Condominiums, etc.","","08203","Ibaraki Prefecture","Tsuchiura City","Omachi","Tsuchiura","22",2000000,"3LDK","65",,"","","","1984","RC","House","","",,"Commercial District",80,400,"2nd quarter 2014","Dealings of non-redecorating real estate"
69,"Agricultural Land","","08203","Ibaraki Prefecture","Tsuchiura City","Otto","","",430000,"","1100",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
70,"Residential Land(Land and Building)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Kamitakatsushimmachi","Tsuchiura","30-60minutes",15000000,"","990",,"Irregular Shaped","19.5","210","1987","W","House","South","City Road",5.0,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014","Dealings in which auction or arbiter participates"
71,"Residential Land(Land and Building)","Commercial Area","08203","Ibaraki Prefecture","Tsuchiura City","Kohoku","Tsuchiura","19",6600000,"","220",,"Semi-square Shaped","14.6","90","1997","S","Office, Workshop","Northwest","City Road",17.5,"Category 2 Residential District",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
72,"Residential Land(Land Only)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Komatsu","Tsuchiura","14",8000000,"","230",35000,"Semi-rectangular Shaped","14.0","","","","","Southeast","Private Road",4.8,"Category 1 Residential District",60,200,"2nd quarter 2014",""
73,"Residential Land(Land and Building)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Komatsu","Tsuchiura","20",14000000,"","185",,"Irregular Shaped","3.0","90","2009","W","House","Southwest","City Road",4.5,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
74,"Residential Land(Land and Building)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Sakuragaokamachi","Tsuchiura","30-60minutes",12000000,"","150",,"Semi-trapezoidal Shaped","11.5","115","2001","W","House","West","City Road",6.8,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
75,"Residential Land(Land Only)","Commercial Area","08203","Ibaraki Prefecture","Tsuchiura City","Sakuramachi","Tsuchiura","11",2000000,"","70",28000,"Rectangular Shaped","5.6","","","","","Southwest","City Road",5.4,"Commercial District",80,600,"2nd quarter 2014",""
76,"Residential Land(Land Only)","Commercial Area","08203","Ibaraki Prefecture","Tsuchiura City","Sakuramachi","Tsuchiura","11",20000000,"","480",42000,"Irregular Shaped","15.0","","","","","Northwest","City Road",6.8,"Commercial District",80,400,"2nd quarter 2014",""
77,"Agricultural Land","","08203","Ibaraki Prefecture","Tsuchiura City","Sawabe","","",1500000,"","3000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
78,"Residential Land(Land Only)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Takita","Tsuchiura","21",11000000,"","290",39000,"Semi-rectangular Shaped","16.5","","","","","East","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
79,"Pre-owned Condominiums, etc.","","08203","Ibaraki Prefecture","Tsuchiura City","Tanaka","Tsuchiura","25",7800000,"3LDK","75",,"","","","1990","RC","House","","",,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014","Dealings of redecorated real estate"
80,"Agricultural Land","","08203","Ibaraki Prefecture","Tsuchiura City","Tanakamachi","","",1000000,"","105",,"","","","","","","","",,"",,,"2nd quarter 2014",""
81,"Agricultural Land","","08203","Ibaraki Prefecture","Tsuchiura City","Tanakamachi","","",2200000,"","175",,"","","","","","","","",,"",,,"2nd quarter 2014",""
82,"Residential Land(Land Only)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Naka","Arakawaoki","30-60minutes",6200000,"","165",37000,"Rectangular Shaped","12.6","","","","","Northwest","City Road",9.0,"Category 2 Exclusive Low Rise Residential District",60,150,"2nd quarter 2014",""
83,"Residential Land(Land Only)","Potential Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Naka","Arakawaoki","30-60minutes",16000000,"","1100",14000,"Irregular Shaped","43.0","","","","","Southwest","City Road",9.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
84,"Residential Land(Land Only)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Nagakuni","Tsuchiura","30-60minutes",3500000,"","320",11000,"Irregular Shaped","32.0","","","","","Northeast","City Road",3.6,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
85,"Residential Land(Land and Building)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Nakatakatsu","Tsuchiura","30-60minutes",15000000,"","460",,"Semi-trapezoidal Shaped","21.5","110","1990","LS","House","West","City Road",2.7,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014","Dealings including private road"
86,"Pre-owned Condominiums, etc.","","08203","Ibaraki Prefecture","Tsuchiura City","Fujisaki","Tsuchiura","10",5500000,"","55",,"","","","1990","SRC","House","","",,"Commercial District",80,400,"2nd quarter 2014","Dealings of redecorated real estate"
87,"Residential Land(Land and Building)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Bunkyocho","Tsuchiura","19",5300000,"","200",,"Semi-trapezoidal Shaped","13.5","55","1966","W","House","Northeast","City Road",2.7,"Category 2 Residential District",60,200,"2nd quarter 2014",""
88,"Pre-owned Condominiums, etc.","","08203","Ibaraki Prefecture","Tsuchiura City","Bunkyocho","Tsuchiura","21",6800000,"3LDK","70",,"","","","1991","SRC","House","","",,"Category 2 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates, Dealings of non-redecorating real estate"
89,"Residential Land(Land Only)","Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Migimomi","Arakawaoki","30-60minutes",5500000,"","180",30000,"Semi-rectangular Shaped","12.5","","","","","North","City Road",4.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
90,"Residential Land(Land Only)","Potential Residential Area","08203","Ibaraki Prefecture","Tsuchiura City","Migimomi","Arakawaoki","30-60minutes",1000000,"","340",2900,"Irregular Shaped","20.0","","","","","No facing road","",,"Urbanization Control Area",60,200,"2nd quarter 2014",""
91,"Residential Land(Land Only)","Residential Area","08204","Ibaraki Prefecture","Koga City","Otsutsumi","Koga","19",13000000,"","260",47000,"Semi-rectangular Shaped","18.8","","","","","Northeast","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
92,"Residential Land(Land Only)","Residential Area","08204","Ibaraki Prefecture","Koga City","Otemachi","Koga","14",9800000,"","200",49000,"Rectangular Shaped","","","","","","South","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
93,"Residential Land(Land Only)","Commercial Area","08204","Ibaraki Prefecture","Koga City","Otemachi","Koga","11",12000000,"","790",15000,"Irregular Shaped","9.5","","","","","South","Prefectural Road",8.5,"Near Commercial District",80,200,"2nd quarter 2014",""
94,"Residential Land(Land Only)","Residential Area","08204","Ibaraki Prefecture","Koga City","Osaki","Koga","2H-",4000000,"","1300",3000,"Irregular Shaped","12.0","","","","","Northeast","City Road",6.2,"Urbanization Control Area",60,200,"2nd quarter 2014",""
95,"Residential Land(Land and Building)","Residential Area","08204","Ibaraki Prefecture","Koga City","Osaki","Koga","2H-",6600000,"","1000",,"Semi-rectangular Shaped","28.0","150","1981","W","House","North","City Road",6.3,"Urbanization Control Area",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
96,"Residential Land(Land Only)","Residential Area","08204","Ibaraki Prefecture","Koga City","Onanuma","Koga","30-60minutes",11000000,"","500",21000,"Semi-trapezoidal Shaped","24.9","","","","","West","City Road",18.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
97,"Residential Land(Land and Building)","Residential Area","08204","Ibaraki Prefecture","Koga City","Kamiono","Koga","1H30-2H",2000000,"","680",,"Semi-trapezoidal Shaped","24.0","95","1984","W","House","West","City Road",4.5,"Urbanization Control Area",60,200,"2nd quarter 2014",""
98,"Residential Land(Land Only)","Residential Area","08204","Ibaraki Prefecture","Koga City","Kamihemi","Koga","30-60minutes",6000000,"","320",19000,"Irregular Shaped","","","","","","East","City Road",4.5,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
99,"Pre-owned Condominiums, etc.","","08204","Ibaraki Prefecture","Koga City","Kitamachi","Koga","14",6200000,"3LDK","55",,"","","","1993","SRC","House","","",,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014","Dealings of redecorated real estate"
100,"Pre-owned Condominiums, etc.","","08204","Ibaraki Prefecture","Koga City","Kitamachi","Koga","14",9500000,"4LDK","80",,"","","","1993","SRC","House","","",,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014","Dealings of non-redecorating real estate"
101,"Pre-owned Condominiums, etc.","","08204","Ibaraki Prefecture","Koga City","Kitamachi","Koga","14",7800000,"3LDK","65",,"","","","1993","SRC","House","","",,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014","Dealings of non-redecorating real estate"
